,id,a,b,c,d,e,f,g,h,i,j,k,l,m,n
31742,5455,40,2,242923,1,10,0,10,0,1,0,1,1,36,0
31743,18134,27,2,168404,1,10,1,2,1,0,0,1,1,41,0
31744,20990,61,2,226950,1,10,2,0,4,0,1,1,1,38,0
31745,3391,59,2,35521,5,11,1,2,1,0,0,7689,1,41,0
31746,6385,52,5,139128,5,11,2,1,4,0,1,1,1,51,0
31747,939,26,2,144335,1,10,0,1,3,1,0,1,1,41,0
31748,13211,29,2,70241,1,10,3,4,0,2,1,1,1,41,12
31749,16147,56,2,107309,7,12,1,9,1,0,0,1,1,41,0
31750,4415,39,1,357963,4,6,2,6,0,0,0,1,1,41,0
31751,5660,57,2,192870,1,10,1,9,1,0,0,1,1,41,0
31752,32289,25,2,34569,7,12,0,7,0,0,0,1,1,41,0
31753,14827,34,2,162573,0,14,1,3,1,0,0,100000,1,41,0
31754,19348,60,2,189722,0,14,1,2,1,0,0,1,1,41,13
31755,29156,38,3,141030,3,15,2,3,0,0,1,1,1,41,0
31756,26166,58,3,313930,5,11,1,3,1,3,0,1,1,41,0
31757,3240,35,2,56884,5,11,0,4,4,0,1,1,1,41,0
31758,1905,45,2,161820,1,10,1,9,1,0,0,1,1,41,0
31759,9982,34,2,409173,0,14,1,1,3,0,0,1,1,56,0
31760,8692,59,2,49160,1,10,1,0,2,0,1,1,1,41,0
31761,13973,46,2,140665,6,13,2,7,0,0,0,1,1,56,0
31762,5254,62,4,257106,5,11,2,6,4,0,0,1,1,41,0
31763,20122,47,2,70755,8,5,0,2,0,0,0,1,1,51,0
31764,6602,31,2,164803,0,14,0,1,0,4,1,8615,1,41,3
31765,5156,22,2,396723,5,11,0,4,3,0,1,1,1,26,0
31766,7305,36,2,182190,3,15,1,3,1,0,0,1,1,51,0
31767,13960,21,2,187150,1,10,0,6,3,1,1,1,1,41,0
31768,13922,55,2,154729,7,12,1,10,1,0,0,7689,1,41,0
31769,12647,28,2,106936,0,14,1,1,1,0,0,1,1,46,0
31770,25754,21,2,107747,2,8,0,7,5,0,0,1,1,41,26
31771,22171,44,2,27767,0,14,4,1,4,0,0,1,1,61,0
31772,12752,29,2,203172,5,11,2,6,0,0,0,1,1,41,0
31773,31470,20,2,188569,5,11,0,13,0,0,1,1,1,41,0
31774,1195,50,4,116893,0,14,2,3,0,1,1,1,1,41,0
31775,7003,33,2,213888,5,11,2,9,4,0,0,1,1,46,0
31776,24090,55,2,816751,1,10,1,6,1,0,0,1,2052,41,0
31777,23039,23,2,412157,5,11,0,0,3,0,1,1,1,41,0
31778,3779,35,2,260561,0,14,1,1,1,0,0,1,1,51,0
31779,2525,35,2,233730,6,13,1,3,1,1,0,1,1,51,0
31780,6390,45,1,315407,2,8,1,8,1,0,0,1,1,89,0
31781,18549,32,2,145936,1,10,0,1,3,1,0,1,1,41,0
31782,29278,65,2,114995,5,11,4,4,0,0,0,1,1,41,0
31783,8846,35,2,178624,0,14,1,3,2,1,1,1,1,36,0
31784,10478,49,2,187716,6,13,1,6,1,0,0,1,1849,47,0
31785,10742,38,2,231181,1,10,1,9,1,0,0,1,1,41,0
31786,5549,52,4,33864,3,15,1,3,1,0,0,1,1,46,0
31787,14078,34,2,239072,0,14,0,9,0,0,0,1,1,47,0
31788,4757,38,3,196349,5,11,1,9,1,0,0,1,1,41,0
31789,3645,51,4,306986,3,15,1,0,5,0,1,1,2416,51,0
31790,8207,23,2,125011,0,14,0,3,0,0,1,1,1,31,0
31791,653,39,0,143775,5,11,4,1,0,0,1,1,1,46,0
31792,1522,31,2,31986,5,11,2,1,4,0,1,1,1,41,0
31793,3961,52,1,299120,0,14,1,5,1,0,0,1,1,51,0
31794,1394,44,2,238288,12,7,0,9,0,1,0,1,1,41,0
31795,2086,52,5,208303,6,13,1,5,1,0,0,1,1,39,0
31796,30021,47,2,52292,0,14,1,3,1,0,0,7689,1,46,0
31797,28350,24,2,180838,1,10,0,9,3,1,1,1,1,41,0
31798,30486,35,2,234538,6,13,2,5,0,0,0,1,1,41,0
31799,14836,74,1,300405,5,11,1,5,1,0,0,1,1,7,0
31800,16560,25,2,196333,1,10,0,4,3,1,1,1,1,41,0
31801,2248,22,2,48122,5,11,0,5,0,0,0,1,1,41,0
31802,19075,47,2,193048,1,10,1,1,1,0,0,1,1,41,0
31803,3167,32,2,339739,1,10,1,7,5,1,0,1,1,41,0
31804,5274,51,2,343848,1,10,1,11,1,0,0,1,1,39,0
31805,27308,51,1,196505,9,17,1,3,1,0,0,1,1,24,0
31806,437,35,4,117019,5,11,0,11,0,0,1,1,1,41,0
31807,24480,31,2,460409,5,11,1,5,1,0,0,1,1673,46,0
31808,11125,30,0,51462,6,13,0,10,0,0,0,1,1,46,0
31809,14898,38,2,224887,1,10,1,7,1,0,0,1,1,43,0
31810,19131,48,2,97177,1,10,2,0,4,0,1,1,1,41,0
31811,30646,53,0,231167,7,12,1,1,1,0,0,1,1,41,0
31812,16250,23,2,243843,4,6,0,6,3,0,0,1,1,41,0
31813,4862,45,2,221173,11,4,3,6,0,0,0,1,1,46,0
31814,8776,36,2,208359,0,14,1,1,1,0,0,1,1,38,0
31815,3114,21,2,168166,5,11,0,4,3,0,0,1,1,31,0
31816,12399,36,2,415501,1,10,1,6,1,1,0,1,1,41,0
31817,17333,51,2,256862,1,10,1,5,1,0,0,1,1,81,0
31818,11491,31,2,222163,1,10,1,2,1,0,0,1,1,67,0
31819,9221,48,2,344158,2,8,2,2,0,0,0,1,1,41,0
31820,11902,35,2,216865,1,10,2,4,4,0,1,1,3771,46,0
31821,26294,28,2,134567,1,10,0,0,0,0,0,1,1,41,0
31822,9471,85,4,163686,1,10,6,1,0,0,1,1,1,34,0
31823,27237,29,2,242483,1,10,1,5,1,0,0,1,1,41,0
31824,190,39,2,155223,5,11,2,9,0,1,1,1,1,29,0
31825,9773,22,2,149810,6,13,0,5,3,0,0,1,1,41,0
31826,13746,24,2,60332,5,11,0,7,0,0,0,1,1,61,0
31827,2402,71,2,131061,8,5,1,4,1,0,0,1,1,26,0
31828,17979,23,2,51363,0,14,0,5,0,0,1,1,1,17,0
31829,13114,45,2,196546,0,14,1,6,1,0,0,7299,1,41,0
31830,8550,34,2,159248,0,14,1,3,1,0,0,1,1,41,0
31831,16816,50,4,116164,0,14,2,3,4,0,1,1,1,51,25
31832,29330,38,2,212438,5,11,6,9,4,1,1,1,1,49,0
31833,25896,43,2,54612,5,11,2,8,0,0,0,1,1,41,0
31834,9840,25,2,259866,1,10,0,0,0,0,1,1,1,31,0
31835,17720,26,2,185943,3,15,0,3,3,0,1,1,1,41,0
31836,23436,51,2,160573,1,10,1,9,1,0,0,3138,1,48,0
31837,30254,61,3,404024,1,10,2,1,0,0,0,10521,1,41,0
31838,16957,32,2,306460,13,3,4,2,4,0,0,1,1,36,7
31839,23693,23,2,204227,1,10,0,1,3,0,1,1,1,41,0
31840,7685,22,2,226669,7,12,0,6,0,4,0,1,1,41,0
31841,11131,40,2,218491,10,16,1,3,1,0,0,15025,1,61,0
31842,16055,37,2,461338,5,11,1,0,2,0,1,1,1,41,0
31843,16374,33,2,146155,1,10,1,5,2,0,1,1,1,41,0
31844,31038,34,2,202643,0,14,4,3,5,1,1,1,1,41,2
31845,29755,61,3,119833,5,11,1,0,1,0,0,7299,1,41,0
31846,9292,51,2,185284,5,11,1,6,1,0,0,1,1,41,0
31847,10985,32,2,35986,1,10,1,6,1,0,0,1,1,41,0
31848,6465,39,2,314008,5,11,1,7,1,0,0,5179,1,41,0
31849,1586,27,4,192945,0,14,0,3,0,0,1,1,1,41,0
31850,32348,45,2,187822,0,14,1,7,1,0,0,1,1,56,0
31851,2413,22,2,100346,1,10,0,6,3,0,0,1,1,54,0
31852,3137,67,4,154172,5,11,6,9,0,0,0,1,1,21,0
31853,5143,58,2,372968,12,7,2,0,5,0,1,1,1,71,10
31854,4907,55,2,351761,5,11,2,0,0,0,1,1,1,36,0
31855,22027,26,2,189851,5,11,0,9,3,1,0,1,1,41,0
31856,10158,21,2,320048,12,7,3,2,0,0,0,1,1,41,0
31857,10549,36,2,335778,5,11,2,1,0,0,0,1,1,41,4
31858,4821,48,2,216735,0,14,2,5,4,0,1,1,1,51,0
31859,5846,34,2,110999,1,10,0,4,5,3,1,1,1,37,0
31860,4135,24,2,195412,1,10,0,0,4,1,1,1,1,41,0
31861,9404,55,1,236158,3,15,1,5,1,0,0,1,1,41,0
31862,5810,26,2,276311,4,6,1,9,1,0,0,1,1,41,4
31863,28168,28,2,42697,1,10,3,4,4,0,1,1,1,41,0
31864,10662,19,2,376648,1,10,0,2,3,0,0,2177,1,26,0
31865,8202,30,2,158097,0,14,0,9,0,0,0,1,1,41,0
31866,27831,55,2,511669,9,17,1,1,1,0,0,1,1978,44,0
31867,13227,31,2,298872,3,15,1,3,1,2,0,1,1888,46,11
31868,10855,31,2,145140,1,10,0,6,0,0,0,1,1,46,0
31869,26222,48,2,262245,0,14,0,5,0,1,0,1,1,61,0
31870,14617,18,4,99569,12,7,0,3,3,0,1,1,1,11,0
31871,12912,42,1,223764,3,15,1,6,1,0,0,1,1,66,0
31872,5152,45,2,117937,1,10,1,6,1,1,0,1,1,41,0
31873,32374,24,2,265078,7,12,0,4,0,0,1,1,1,41,0
31874,4247,44,3,79530,1,10,1,0,2,0,1,1,1,36,0
31875,29233,24,2,32617,0,14,0,0,3,0,1,1,1,21,0
31876,12099,30,1,198287,0,14,0,3,0,0,1,1,1,41,0
31877,30215,51,3,339906,5,11,1,1,1,0,0,1,1,41,0
31878,22463,25,2,208883,1,10,0,6,0,1,0,1,1,41,0
31879,1315,25,2,96280,1,10,0,9,3,0,1,1,1,41,0
31880,6388,42,2,197345,1,10,0,6,0,0,0,1,1,55,0
31881,8331,53,2,247807,3,15,1,1,1,0,0,15025,1,51,0
31882,12693,52,0,155595,5,11,1,5,1,0,0,1,1888,41,0
31883,5524,70,2,108197,12,7,0,6,5,0,0,1,1,41,0
31884,21757,27,2,223465,5,11,1,0,1,0,0,1,1,41,0
31885,5175,43,1,99186,5,11,1,1,1,0,0,1,1,41,0
31886,5107,37,2,86644,15,9,1,9,1,0,0,1,1,49,0
31887,4691,25,2,452641,1,10,1,4,1,0,0,1,1,41,0
31888,10496,63,3,223164,5,11,0,3,0,0,0,1,1,41,0
31889,5376,29,2,55361,1,10,0,5,5,1,0,1,1,41,0
31890,31224,51,3,111701,3,15,0,1,0,0,1,1,1,51,0
31891,27401,31,2,48015,3,15,0,0,0,0,1,1,1,41,25
31892,4976,29,2,183524,6,13,0,0,3,0,0,1,1,36,0
31893,3586,29,2,50815,1,10,0,3,0,0,1,1,1,41,0
31894,19739,19,2,378708,12,7,0,5,3,0,1,1,1,21,0
31895,5250,64,2,143099,1,10,1,5,1,0,0,4065,1,41,0
31896,25087,41,2,209548,0,14,1,3,1,0,0,1,1,61,0
31897,29519,39,2,194305,5,11,2,7,0,1,0,1,1,56,0
31898,7606,44,1,154786,0,14,1,9,2,2,1,1,1,81,17
31899,15831,44,2,427383,3,15,0,3,0,0,0,1,1,51,0
31900,4517,46,1,123682,10,16,1,3,1,0,0,1,1,41,0
31901,18027,65,2,143111,0,14,6,3,0,0,1,1,1,31,0
31902,28407,54,2,95541,5,11,2,0,4,0,1,1472,1,41,0
31903,6632,47,2,214956,6,13,2,3,4,0,1,1,1,41,0
31904,16466,53,3,312501,7,12,2,8,0,0,1,1,1,41,0
31905,26139,29,2,269787,1,10,0,7,4,0,0,1,1,51,0
31906,28360,70,0,163690,5,11,1,7,1,0,0,1,1,17,0
31907,9250,35,1,106762,5,11,1,6,1,0,0,1,1,41,0
31908,6915,83,1,181913,1,10,2,1,0,0,0,1,1,13,0
31909,14968,48,2,250171,1,10,1,9,1,1,0,1,1,41,0
31910,9408,25,2,228650,1,10,0,7,3,0,0,1,1,41,0
31911,2906,82,2,114671,4,6,6,13,0,1,1,2063,1,6,0
31912,11174,45,2,302425,1,10,2,9,0,0,0,1,1,56,0
31913,1001,50,2,111559,1,10,1,0,2,0,1,1,1978,26,0
31914,26390,24,2,216473,5,11,0,10,3,0,1,1,1,21,0
31915,11726,41,2,94081,6,13,1,1,1,0,0,1,1,41,0
31916,3641,24,2,189833,6,13,0,7,4,0,1,1,1,41,0
31917,30088,60,0,261585,0,14,0,1,0,1,1,1,1,41,31
31918,20541,53,2,195636,1,10,1,9,1,0,0,1,2052,39,0
31919,10675,34,2,228932,0,14,1,3,1,0,0,7299,1,41,0
31920,186,42,1,143130,0,14,2,1,0,0,1,1,1,41,0
31921,15035,30,2,184807,6,13,0,4,3,0,0,1,1,21,0
31922,13425,76,1,92793,1,10,1,5,1,0,0,1,1,36,0
31923,15605,39,1,115216,12,7,4,9,0,0,0,1,1,41,0
31924,10552,25,2,283614,0,14,1,3,1,0,0,1,1,41,0
31925,10452,32,4,213308,1,10,0,0,3,0,1,1,1,41,0
31926,15131,20,2,135067,5,11,0,0,0,0,1,1,1,21,0
31927,12407,22,2,54473,1,10,0,4,0,0,1,1,1,41,0
31928,9648,44,2,252520,0,14,1,2,1,1,0,1,1,41,21
31929,2733,33,1,295011,5,11,4,4,4,0,1,1,1,41,0
31930,8430,27,2,162873,6,13,0,3,0,0,1,1,1,41,0
31931,16433,44,2,50647,1,10,1,6,1,0,0,1,1,71,0
31932,8286,55,1,99903,5,11,1,6,1,0,0,1,1,41,38
31933,27647,36,2,140916,0,14,0,5,3,2,0,1,1591,41,5
31934,22341,30,2,354559,1,10,1,5,1,0,0,1,1,61,0
31935,31811,27,2,746433,1,10,0,2,3,1,0,1,1,49,0
31936,26232,52,2,215855,0,14,2,3,0,0,1,1,1,51,0
31937,14369,30,2,159474,1,10,0,9,3,1,1,1,1,41,0
31938,24938,49,2,70210,5,11,2,3,4,0,1,1,1,21,0
31939,9076,40,2,465335,2,8,2,8,4,0,0,1,1,2,0
31940,28416,37,2,405156,11,4,1,6,1,0,0,1,1,41,4
31941,11312,51,2,77906,0,14,2,0,0,0,1,1,1,9,0
31942,3263,32,2,222131,5,11,0,0,0,0,1,1,1,44,0
31943,3466,57,2,126678,1,10,1,9,1,0,0,3104,1,41,0
31944,14007,30,2,31361,5,11,0,8,3,0,0,1,1,41,0
31945,24164,43,5,277489,10,16,1,3,1,0,0,15025,1,66,0
31946,27136,59,1,131992,0,14,0,8,3,0,0,1,1,73,0
31947,19435,50,2,411274,12,7,2,9,0,1,0,1,1,41,0
31948,697,46,2,44490,7,12,2,4,0,0,0,1,1,11,0
31949,10719,35,1,236392,2,8,1,5,2,0,1,1,1,31,0
31950,19340,23,2,29811,5,11,0,7,3,0,1,1,1,31,0
31951,31023,24,2,234303,1,10,0,2,0,1,0,1,1,41,0
31952,25415,37,2,126955,1,10,2,7,0,0,0,1,1,41,0
31953,9105,42,1,366484,1,10,1,8,1,0,0,1,1,37,4
31954,23844,51,2,128144,0,14,1,6,1,0,0,1,1888,51,0
31955,10712,20,2,183259,1,10,0,6,3,0,0,1,1,41,0
31956,23114,20,2,167150,5,11,0,5,3,0,1,1,1,26,0
31957,8960,58,4,339164,5,11,6,0,4,0,1,1,1,41,4
31958,28774,52,2,123054,3,15,1,3,1,2,0,5014,1,41,3
31959,2425,37,2,219547,5,11,1,1,1,0,0,1,1,61,0
31960,3321,38,2,189923,6,13,1,10,1,0,0,1,1,51,0
31961,10069,37,2,99234,5,11,1,3,1,0,0,1,1888,41,0
31962,178,34,5,154228,1,10,1,5,1,0,0,1,1,51,0
31963,20672,42,4,81055,5,11,2,1,4,0,1,1,1,26,0
31964,6889,50,2,31265,1,10,2,0,0,0,1,1,1,36,0
31965,5969,39,2,103887,5,11,2,4,0,0,0,1,1,41,0
31966,6837,28,2,430673,0,14,0,3,0,0,0,1,1,56,0
31967,7440,40,4,301615,2,8,1,4,1,0,0,1,1,41,0
31968,19888,22,2,353629,12,7,4,5,4,1,1,1,1,39,0
31969,14991,40,5,336227,1,10,1,1,1,0,0,3104,1,61,0
31970,19347,42,2,424479,5,11,1,6,1,1,0,1,1,46,0
31971,6065,31,4,264937,0,14,4,3,4,0,1,1,1,41,0
31972,13571,59,4,81133,1,10,1,2,1,2,0,1,1,81,12
31973,15535,32,2,50754,5,11,1,6,1,0,0,1,1,71,0
31974,21091,26,2,236978,1,10,4,6,3,0,0,1,1,41,4
31975,8291,18,2,342753,2,8,0,2,3,0,0,1,1,21,0
31976,31794,31,5,204471,5,11,1,1,1,0,0,1,1,37,0
31977,28214,38,1,353299,1,10,1,5,1,0,0,100000,1,51,0
31978,14769,49,3,56483,12,7,0,6,0,1,0,1,1,41,0
31979,7135,22,2,99200,1,10,0,9,3,0,0,1,1,33,0
31980,21036,31,2,80626,0,14,0,1,0,0,0,1,1,41,0
31981,9813,34,2,594188,0,14,1,1,1,0,0,1,1903,61,0
31982,22864,23,2,35664,1,10,0,4,0,0,1,1,1,41,0
31983,24178,37,3,112848,0,14,1,3,1,2,0,1,1,41,0
31984,12662,44,2,222636,2,8,2,8,0,0,0,1,1,81,0
31985,10037,23,2,217364,1,10,4,0,4,0,1,1,1,41,0
31986,5331,54,2,276516,0,14,0,1,3,0,0,1,1,41,1
31987,31544,40,2,226375,12,7,2,4,4,1,1,1,1,41,0
31988,24952,25,2,230249,8,5,4,9,3,0,0,1,1,41,0
31989,7009,41,2,99435,1,10,1,4,2,0,1,1,1,13,0
31990,30925,25,1,375314,5,11,0,3,0,2,0,1,1,41,0
31991,1353,35,2,97615,1,10,0,6,0,0,0,1,1,41,0
31992,8030,35,2,176470,0,14,0,5,0,0,0,1,1,39,0
31993,10853,41,2,249040,1,10,2,0,0,0,1,1,1,41,0
31994,32025,51,2,139704,5,11,1,6,1,0,0,1,1,41,0
31995,3879,44,2,128213,11,4,1,9,2,2,1,1,1,41,36
31996,14511,51,1,204403,1,10,1,8,1,0,0,1,1,85,0
31997,5568,44,2,208046,3,15,0,3,0,0,0,1,1,41,0
31998,11270,26,2,121103,6,13,0,10,0,0,1,1,2002,31,0
31999,14684,23,2,374314,1,10,1,7,1,0,0,1,1,51,0
32000,16954,43,4,99555,5,11,1,7,1,0,0,1,1,41,0
32001,15165,42,2,257759,15,9,1,6,1,0,0,1,1,41,0
32002,5905,39,2,139365,0,14,0,0,0,0,0,1,1,41,0
32003,10962,36,2,319832,1,10,2,6,0,0,0,1,1,61,0
32004,30706,24,2,224641,5,11,0,1,0,0,1,1,1,41,0
32005,12610,39,2,162165,2,8,6,6,4,0,0,1,1,41,0
32006,6739,50,2,240630,1,10,0,4,0,0,0,1,1,39,0
32007,32523,31,2,77267,1,10,2,7,0,0,0,1,1,56,0
32008,13067,19,2,58950,15,9,0,4,3,0,1,1,1,21,0
32009,10840,23,0,96863,5,11,0,0,3,0,1,1,1,41,0
32010,8855,18,2,154909,12,7,0,4,3,0,1,1,1,11,0
32011,30591,22,2,164992,1,10,2,5,4,3,1,1,1,39,0
32012,12160,71,1,92354,2,8,1,8,1,0,0,1,1,41,0
32013,14464,42,4,47859,0,14,1,11,1,0,0,1,1,41,0
32014,17955,28,1,66474,0,14,1,1,1,0,0,1,1,51,0
32015,11404,48,2,114460,9,17,1,3,1,0,0,1,1,51,0
32016,5666,34,2,589156,5,11,1,9,1,0,0,1,1,51,0
32017,5165,28,4,68730,1,10,1,11,1,2,0,1,1,41,0
32018,6144,42,4,193554,5,11,1,11,1,1,0,1,1,65,0
32019,21982,19,2,141364,5,11,0,4,0,0,1,1,1,41,0
32020,23835,65,1,388626,12,7,1,3,1,0,0,1,1,11,0
32021,9008,29,2,204649,1,10,4,4,4,1,1,1,1,21,0
32022,14753,57,2,99360,1,10,2,0,4,0,1,1,1618,41,0
32023,21014,54,3,84279,0,14,1,1,1,0,0,1,1,49,0
32024,6939,22,2,116789,1,10,0,6,3,0,0,1,1,41,0
32025,3437,55,1,180523,1,10,1,5,1,0,0,1,1,71,0
32026,29688,27,5,187653,1,10,2,1,0,0,0,1,1,79,0
32027,9115,40,2,136532,1,10,0,4,0,0,1,1,1,48,0
32028,15012,35,2,113709,15,9,1,6,1,0,0,1,1,60,0
32029,9058,26,2,207966,0,14,0,4,0,0,1,1,1,61,0
32030,18930,60,2,227857,0,14,1,5,1,0,0,1,1,38,0
32031,29226,18,2,217343,12,7,0,5,3,0,1,1,1,6,0
32032,5636,73,2,108039,3,15,2,3,0,0,0,1,1,61,1
32033,10033,68,1,132627,1,10,1,8,1,0,0,1,1,71,0
32034,2846,39,2,187848,1,10,1,1,1,0,0,1,1,46,0
32035,20005,45,2,191815,5,11,1,3,1,0,0,1,1,46,0
32036,1988,35,2,379413,1,10,1,6,1,0,0,1,1,51,0
32037,15719,39,2,249040,6,13,1,10,1,0,0,3104,1,41,0
32038,13199,56,2,105583,1,10,1,2,1,0,0,3104,1,41,0
32039,9309,60,2,653216,2,8,6,7,4,0,1,1,1,41,0
32040,19232,33,2,54783,5,11,0,3,3,0,1,1,1,41,0
32041,8188,44,2,242489,5,11,1,0,1,0,0,5014,1,41,0
32042,15552,70,2,232684,5,11,1,0,1,0,0,1,1,16,25
32043,1277,55,2,167381,1,10,1,6,1,0,0,1,1,41,0
32044,142,41,2,155973,1,10,1,1,1,0,0,7689,1,56,0
32045,19852,46,2,167524,1,10,1,7,1,0,0,1,2180,46,0
32046,10582,62,1,170279,10,16,0,3,0,0,1,1,1,31,12
32047,667,43,2,247020,1,10,1,6,1,1,0,1,1,41,0
32048,7587,31,0,35684,0,14,2,10,0,0,1,1,1,41,0
32049,15659,47,2,151585,0,14,1,5,1,0,0,1,1,31,0
32050,28701,65,1,165480,1,10,1,5,1,0,0,1,1,6,0
32051,31040,39,2,239756,2,8,2,6,0,0,0,1,1,41,0
32052,6472,18,2,118793,2,8,0,5,5,0,1,1,1,25,0
32053,7888,60,2,75868,3,15,1,3,1,0,0,1,1,61,0
32054,8648,22,2,73680,5,11,0,1,3,0,1,1,1,41,0
32055,4261,49,1,221465,2,8,1,1,2,0,1,1,1,31,0
32056,2564,31,2,202047,1,10,0,0,0,0,0,1,1,21,0
32057,8240,77,1,225965,5,11,6,5,0,0,0,1,1,9,0
32058,6570,29,1,123984,5,11,1,5,3,2,0,1,1,64,5
32059,29536,43,2,185765,5,11,1,9,1,0,0,1,1,61,0
32060,12115,26,2,178422,0,14,0,4,0,0,1,1,1,21,0
32061,13829,47,1,525849,2,8,1,7,1,1,0,1,1,49,0
32062,7984,42,2,164613,0,14,1,1,1,0,0,1,1888,51,0
32063,30004,19,2,194562,5,11,0,4,3,0,0,1,1,13,0
32064,24550,29,2,339373,0,14,0,0,0,0,0,1,1409,41,0
32065,29622,52,3,293197,5,11,1,3,1,0,0,1,1,41,0
32066,6991,20,2,123808,1,10,0,0,5,0,1,1,1,41,0
32067,22259,64,2,200128,1,10,6,0,0,0,1,1,1,41,0
32068,14956,22,2,431746,5,11,0,4,0,1,1,1,1,11,0
32069,27330,50,2,122067,11,4,1,4,1,0,0,1,2604,41,34
32070,18998,46,3,168233,0,14,0,0,0,0,0,1,1,56,0
32071,1500,20,2,120004,5,11,0,0,3,0,1,1,1,21,0
32072,16968,47,2,149950,8,5,1,7,1,0,0,1,1,41,0
32073,21931,41,2,109763,5,11,2,6,4,0,0,1,1,41,0
32074,5115,50,2,234321,8,5,0,3,5,1,0,1,1,46,0
32075,32351,61,2,36078,8,5,3,9,0,0,0,1,1,41,0
32076,14608,24,2,62279,1,10,0,6,4,0,0,1,1,41,0
32077,10283,56,2,171356,7,12,1,9,1,0,0,1,1,21,0
32078,8335,57,0,153452,5,11,2,0,0,0,1,1,1,36,0
32079,5477,20,0,156295,5,11,0,3,3,0,0,1,1,26,0
32080,23764,49,2,195492,1,10,2,5,0,0,1,1,1,31,0
32081,22452,52,2,355955,5,11,1,6,1,0,0,1,1,61,0
32082,16708,50,2,99362,10,16,1,3,1,0,0,1,1,46,0
32083,5758,32,2,49470,3,15,0,1,0,0,0,1,1,56,0
32084,3810,38,2,32529,0,14,1,5,1,0,0,1,1,51,0
32085,14756,33,1,29255,5,11,1,8,1,0,0,1,1,51,0
32086,13093,43,2,198956,4,6,2,9,0,1,1,1,1,47,0
32087,14460,25,2,209783,0,14,0,5,3,0,1,1,1,41,0
32088,19349,38,2,34181,1,10,1,6,1,0,0,1,1,41,0
32089,25771,45,2,187630,6,13,0,6,0,0,0,1,1,26,0
32090,14619,51,2,153932,1,10,2,0,0,0,1,1,1,41,0
32091,15604,51,2,124964,0,14,1,1,1,0,0,100000,1,56,0
32092,10935,51,5,193721,1,10,1,1,1,0,0,1,1,71,34
32093,16200,20,0,536726,5,11,0,0,5,0,1,1,1,16,28
32094,31846,30,4,152462,0,14,0,10,0,0,1,1,1,43,0
32095,22845,58,2,317848,3,15,2,1,0,0,0,1,2825,51,0
32096,7598,47,2,428351,1,10,1,4,3,0,1,1,1,16,0
32097,3583,42,2,155294,7,12,1,6,1,0,0,1,1,46,0
32098,30410,65,2,137206,7,12,1,6,1,0,0,1,1,49,0
32099,8930,48,2,47497,1,10,2,6,0,0,0,1,1,43,0
32100,8768,53,3,221533,0,14,1,11,1,0,0,1,1,46,0
32101,9268,35,4,124828,5,11,1,1,1,0,0,1,1,41,0
32102,13012,40,2,203071,7,12,1,2,1,0,0,1,1,50,0
32103,1712,50,2,105445,15,9,1,9,1,0,0,1,1,40,0
32104,15094,37,2,184499,2,8,1,6,1,0,0,1,1,41,0
32105,3021,35,1,136205,0,14,1,3,1,0,0,1,1903,33,0
32106,15422,23,2,416104,1,10,0,6,3,0,0,1,1,51,0
32107,27880,37,2,182014,5,11,2,10,4,0,1,1,1,41,0
32108,10228,39,2,272018,1,10,0,9,0,0,0,1,1,41,0
32109,28723,38,2,174151,3,15,1,1,1,0,0,1,1,41,0
32110,20961,30,2,663395,1,10,1,8,1,1,0,1,1,41,0
32111,18757,37,2,301228,11,4,4,13,4,4,1,1,1,36,4
32112,5203,20,2,237434,1,10,0,3,0,0,1,4417,1,41,0
32113,439,43,4,340149,5,11,1,0,2,0,1,1,1,41,0
32114,9384,28,2,184494,1,10,4,2,3,0,1,1,1595,26,0
32115,28333,62,2,29060,1,10,2,5,4,0,1,1,2755,26,0
32116,25432,49,4,148550,0,14,1,3,1,0,0,1,1,41,0
32117,14923,45,2,152745,3,15,0,3,0,2,1,1,1,41,12
32118,24708,41,1,177811,0,14,1,6,1,0,0,1,1,31,0
32119,9083,68,2,247567,1,10,1,11,1,0,0,1,1,25,0
32120,29354,33,2,210542,0,14,2,5,4,0,1,1,1,31,0
32121,27116,44,2,221173,0,14,1,10,1,0,0,1,1,25,0
32122,1387,41,1,266325,5,11,2,1,5,0,0,1,1565,71,11
32123,24413,27,2,389857,1,10,0,7,0,0,0,1,1,41,0
32124,28388,36,4,231181,1,10,1,7,1,0,0,1,1,46,0
32125,16044,59,2,316236,1,10,2,5,5,0,1,1,1,33,0
32126,17131,25,2,133521,5,11,0,5,3,0,1,1,1,16,0
32127,18660,57,2,116144,0,14,1,0,1,0,0,5179,1,45,0
32128,3379,24,2,32733,5,11,0,9,0,0,0,1,1,41,0
32129,20107,65,2,182980,1,10,1,9,1,0,0,1,1,41,0
32130,21769,32,2,36070,1,10,0,6,0,0,0,1,1,36,0
32131,5616,60,2,750973,1,10,1,9,1,0,0,1,1,41,0
32132,23347,35,2,187204,6,13,0,5,4,0,0,1,1,51,0
32133,807,47,2,185871,0,14,1,5,1,0,0,1,1903,41,0
32134,12363,47,2,222012,5,11,2,1,0,0,0,1,1,51,0
32135,9221,41,2,60595,5,11,2,4,4,0,1,1,1,31,0
32136,26476,36,2,193962,0,14,1,3,1,2,0,1,1,41,12
32137,6025,43,2,227066,0,14,0,0,0,0,0,1,1,61,0
32138,4039,36,2,87557,1,10,2,6,0,0,0,1,1,41,0
